LNG,Data,Viti,Muaji,Instituti,GROUPNAME,PARASHIKIM,Kolona 1,Kolona 2,Kolona 3,Kolona 4,Kolona 5,Shuma
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Customs,Banderols,,,,"459,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Customs,Compensation of fines of insurance comapanies,,,,0.00€
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Customs,"Costums tax on import, cigarettes etc",,,,0.00€
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Customs,Customs returns,,,,"-486,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Customs,Customs tax on import,,,,"117,721,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Customs,Excise returns,,,,"-184,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Customs,External customs control,,,,"263,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Customs,External exise on the border,,,,"291,313,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Customs,Fast-Customs,,,,"34,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Customs,Goods sale,,,,"401,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Customs,Internal excise,,,,"11,889,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Customs,Other custom taxes,,,,"3,416,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Customs,Return of various customs taxes,,,,"-341,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Customs,Sentence revenvues,,,,"438,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Customs,Value added tax ( VAT) on the border,,,,"418,927,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Customs,VAT Return,,,,"-1,063,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Dedicated Revenues,Revenues decicated to KPA,,,,"16,248,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Grants and assistance,Grants for budgetary support,,,,"37,417,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Grants and assistance,Set donor grants,,,,"11,322,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Loaning,Admission of the issue of securities,,,,"73,313,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Loaning,Loaning from IFN,,,,"96,635,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Loaning,Transfer to FSDK,,,,"-2,958,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Bank interest,,,,0.00€
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Deposition Fund,,,,"16,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Deposition Fund,AKP - the rent from inventory,,,"2,100.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Deposition Fund,Deposits from seizures,,,"271,190.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Deposition Fund,Deposits of DAGJ,,,"258,120.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Deposition Fund,Deposits of prisoners,,,"68,390.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Deposition Fund,Deposits regulatory commission,,,0.00€
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Deposition Fund,Deposits-Procurement Review Body,,,"95,610.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Deposition Fund,Gambling deposits,,,"144,690.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Deposition Fund,Kosovo Property Agency,,,"76,260.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Deposition Fund,Salaries trust minorities,,,"398,190.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Deposition Fund,Special chamber deposits,,,"7,750.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Dividends,PTK dividends,,,"45,000,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Fines and Tariffs,Acreditation tariff,,,"15,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Fines and Tariffs,Administrative tax revenues,Vehicle registration taxes,,"10,227,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Fines and Tariffs,Administrative tax revenues,Road taxes,,"11,454,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Fines and Tariffs,Administrative tax revenues,Taxes on travel documents,,"7,287,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Fines and Tariffs,Administrative tax revenues,ID taxes,,"932,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Fines and Tariffs,Administrative tax revenues,Driving licence taxes,,"2,354,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Fines and Tariffs,Administrative tax revenues,Municipal taxes for construction of buildings,,"2,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Fines and Tariffs,Administrative tax revenues,Verification of various documents,,"928,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Fines and Tariffs,Administrative tax revenues,Participation on tenders,,"8,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Fines and Tariffs,Administrative tax revenues,Citizenship taxes,,"749,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Fines and Tariffs,Administrative tax revenues,Taxes on fire protection,,"17,000.00€"
